q13_text,q14_text,q15_text,q16_text,q17_text
geralmente são adolescentes que cometem os crimes por serem inimputáveis as leis do pais,existem muitas gangues que estão agindo no nosso pais..atacam na maior covardia porque sozinhos não são de nada,pior coisa é ter um estuprador na familia que molestam ate mesmo seus proprios parentes,adolescente que comete assassinato por ser de menor,nada justifica o assassinato de outra pessoa...
sou contra o linchamento mas tenho que escolher escolhí o2 o criminoso é masculino adulto e mora na vizinhança pegou uma criança,teve motivos para ser linchado vítima é feminino vulnerável e é criminoso,não sou a favor desse linchamento mas tenho que escolher  o réu adolescente e masculino,sou contra esse linchamento,nenhum dos dois não tem justificativa para linchamento
estupro e mais grave que furto,familia,molestou,crianca,assassinato
"embora seja contra a qualquer ato de violência. nas condições acima, escolhi o caso 2 talvez porque a família sofra mais.","pelo crime, assassinato. não participaria, mas como tem que votar, escolho o caso 2",talvez porque os pedestres sejam menos irracionais que as gangues.,"os pedestres não tem a obrigação de manter a ordem e segurança. e podem ser levados pela emoção e pela falta de controle, pois não tem treinamento para lidar com essas ocasiões. assassinato é violento demais.","neste caso escolho o caso 1, porque ver uma criança sofrer na mão de um adulto é dolorido. difícil não reagir. e a família é a que sente mais."
"devido a vítima ser um idoso, que muitas vezes não tem condições de ser defender.",devido criminoso abusar sexualmente de uma mulher.,devido criminoso tirar a vida de uma criança.,devido criminoso molestar uma criança.,devido criminoso assassinar um adolescente.
acho que nenhum caso é justificado,nenhuma caso deve ser justificado,nenhum caso deve ser justificavel,nenhum caso deve ser justificado,nenhum caso deve ter justificativa
"não concordo com esse tipo de atitude e punição!as como tinha que escolher, uma pessoa idosa ser atingida, acho merecia alguma punição (por exemplo ser presa)",por que era uma criança; de m adulto assassinar a criança é covardia,"por que um adolescente, com uma mentalidade de assassino, e ainda matar uma criança","por que um idoso, ficar tendo uma atitude dessa,melhor pedir do que furtar","por que molestar uma criança nada justifica, com tantas pessoas disponíveis hoje"
"eu imagino a revolta dos familiares da vítima, o estupro é um crime horrível e o crime nesse caso foi justificável. tá em jogo revolta, raiva e outros sentimentos dos familiares da vítima.","por se tratar de criança gera uma revolta maior da população, um ser indefeso. o linchamento foi válido.",acho que crimes contra idosos são piores. o criminoso mereceu o linchamento.,"vizinhos agem com o coração, já os policiais tem o dever de prender e levar para a delegacia, mesmo sabendo que serão soltos em breve.","assassinato é um crime pior que roubo, e a família age com vingança na hora da raiva."
"quando o crime envolve vulnerável como vítima, é difícil manter o controle emocional, o sentimento de indignação, gera reação violenta, difícil de ser contida...","abuso de vulnerável, legalmente é justificável, como defesa de incapaz...","a base da lei é preservar a vida, a morte de uma menina, pode gerar descontrole e revolta dos familiares, quieto deixar claro que a raça é irrelevante para mim, avaliei a brutalidade do crime e a reação emocional decorrente...","a imagem de uma criança sendo abusada, e mais agressiva e gera revolta maior,  e irrelevante o gênero e a raça, o que conta é a ação contra vítima vulnerável e incapaz de se defender...",tirar a vida de alguém é pesado.
"por que tenho que escolher 1 e pra mim um assassinato de uma criança é e sempre será um crime que o assassino tem que pagar com a vida
","por que independente de cor ou raça é um crime hediondo
","por que o crime de roubo de carro não é menos grave do que roubar uma carteira, mas, nesse caso o que pesa é a idade da vítima",para mim qualquer crime grave contra criança merece ser punido,"não sei como uma idosa feminina pode molestar uma idosa feminina, por isso escolhi o casa nº 2"
"sou contra a linchamento não escolho nenhuma das alternativas.
se for obrigado farei uma escolha
mesmo deixando claro que não concordo com linchamento",não concordo com linchamento,não concordo com linchamento,"nao concordo com linchamento
principalmente se que faz o linchamento é a polícia. aff",não concordo com linchamento
não se bate em mulheres,não se bate em idosos,não é politicamente correto bater em negros,do bairro agente busca o diálogo,estuprador não merece perdão
é mais comum.,por ser o mais injustificavel,por ser o mais recorrente.,NA,NA
"não concordo com linchamento. caso 1 a vítima é um idoso, e essa é uma agressão terrível.","não concordo com linchamento. caso 1 o criminoso é um adulto e não um idoso, portanto com mais condições de se defender",não concordo com linchamentos. caso 2 a criminosa é uma adolescente com mais condições de se defender,"não concordo com linchamentos. caso 1, estupro é um crime hediondo",não concordo com linchamentos. caso 2 a vítima é um adolescente
vizinhos,pelos vizinhos,femininos,porque acho sacanagem,assassinato
"o impacto de ver uma criança assassinada, sem cometer crime algum, inocentemente, produz a reaçao de raiva, revolta, covardia, levando ao extremo do linchamento.","molestar ou maltratar criança, deixa a todos muito raivosos, pois a criança é totalmente indefesa, uma vítima da covardia de uma pessoa desequilibrada.","porque os pedestres foram levados pela emoção do momento, a familia não, deu a impressão de vingança.","o impacto do assassinato e muito maior, revoltando e levando os vizinhos a agir por impulso.","trata-se do assassinato de uma criança, crime hediondo."
"embora não concorde com  qualquer forma de lixamento, acredito que o assasinato seja mais grave que molestar!",o estupro é mais pesado que bater a carteira!,om assasinato é um crime  mais violento !,"o assasinato é mais grave ,do que bater a carteira!",NA
pessoas sem piedade agredindo pessoas idosas sem compaixão.,pessoas idosas ficam vulneráveis e muitas vezes sem defesa para combater os criminosos sofrendo as maiores barbaridades possíveis.,o estuprador é uma pessoa que muitas vezes carrega muito ódio no coração.,"muitas vezes o criminoso não mora no mesmo bairro. então, as pessoas se sentem mais à vontade para linchamento","por quê só os negros vão ser discriminados? acredito se o linchamento fosse o inverso, pararia a onda de descriminação."
"sou contra o linchamento de pessoas. como é obrigatório optar, fiz pela posição do mais forte em relação ao mais fraco.","sou contra o linchamento de pessoas. como é obrigatório optar, fiz pela posição do mais forte em relação ao mais fraco e pelo tipo do crime.","sou contra o linchamento de pessoas. como é obrigatório optar, fiz pela posição do mais forte em relação ao mais fraco e pelo tipo do crime.","sou contra o linchamento de pessoas. como é obrigatório optar, fiz pela posição do mais forte em relação ao mais fraco e pelo tipo do crime.","sou contra o linchamento de pessoas. como é obrigatório optar, fiz pela posição do mais forte em relação ao mais fraco e pelo tipo do crime."
porque é significamente muito mais grave.,sem dúvida o estupro.,ninguém tem o direito de tirar a vida de ninguém.,porque tirou a vida de uma pessoa.,porque o sexo feminino é mais frágil e indefeso.
"não acho nem 1 e nem 2, estou recusando esse absurdo.","não acho nem 1 e nem 2, estou recusando esse absurdo.","não acho nem 1 e nem 2, estou recusando esse absurdo.","não acho nem 1 e nem 2, estou recusando esse absurdo.","não acho nem 1 e nem 2, estou recusando esse absurdo."
"presumo que o crime tinha por objeto compra de drogas, pouco importando se masculino ou feminino, idade, raça ou agente(s)","pedofilia e/ou qualquer ataque ou agressão a criança, a meu ver, deveria ter punição severa o que, ao meu sentir, nunca é o bastante","tratando-se de crime de extrema gravidade, como é o caso de causa de morte, entendo que apesar de injustificado, o linchamento, é razoável a reação dos familiares","embora tenha o entendimento no sentido de que nenhum linchamento é justificável, acho razoável - não apropriada - a ação de membros da família da vitima",reporto as assertivas anteriores
me indentifico,eu gosto,não sei,não sei,não sei
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"não consegui visualizar a página inteira,segunda opção está cortada para mim.",1,não consigo ver a opção 2 página aparece cortada para mim.,não consigo ver nenhuma opção da 2 a página está cortada.,não consigo visualizar o 2 está cortada a página.
"porque normalmente é quando ocorre um estrupo
",porque a violência é grande por parte da polícia,por causa da violências,por causa do estrupo,devido o crime
"os 2 casos merecem o linchamento,mas optei pelo número 2 por só haver uma escolha",porque esse crime na  maioria das vezes o réu fica livre pra fazer de novo,na maioria das vezes esse crime  fica sem justiça,esse tipo de caso fica sempre impune,"opinei pelo 1 por nao ter outra opção,mas nelnhum é caso para linchamento"
porque os linchadores são geralmente do sexo masculino.,porque o valor do roubo é maior e a polícia tem não tem agido de forma adequada.,pelo tipo do crime cometido.,acredito que uma criança não seria linchada por esse tipo de crime.,pelo fato de um assassinato ter sido cometido.
"porque a vítima era idosa e os linchadores eram pedestres que agiram por impulso, apesar que o crime não tem justificativa.","porque o criminoso era do sexo masculino, a vítima do sexo feminino e os pedestres agiram por impulso.",porque a vítima era uma criança que foi assassinada e isso gera forte reação emocional mesmo na polícia.,porque o crime de estupro gera comoção mas também não é justificativa para linchamento.,porque o criminoso já era idoso e deveria ser mais consciente do ato que cometeu.
